timestamp_s,hiker_id,trail,true_x_wu,true_y_wu,terrain_z_wu,altitude_m,gps_lat,gps_lon,gps_error_m,dop,drift_ms,hw_delay_ms,weather
1780230477.101,hiker,ridge_route,-55.62,-42.62,1.62,966.6,-6.9048854,107.5930400,0.9,2.52,+35.7,107,clear
1780230477.602,hiker,ridge_route,-55.92,-42.92,1.40,960.2,-6.9049588,107.5930418,10.3,2.54,+35.7,178,clear
1780230478.101,hiker,ridge_route,-56.22,-43.22,1.19,954.0,-6.9050612,107.5928154,4.5,2.55,+35.7,83,clear
1780230478.602,hiker,ridge_route,-56.52,-43.52,0.97,947.9,-6.9051136,107.5927378,6.1,2.56,+35.7,168,clear
1780230479.101,hiker,ridge_route,-56.82,-43.82,0.77,942.0,-6.9052479,107.5926876,2.8,2.57,+35.8,176,clear
1780230479.602,hiker,ridge_route,-57.12,-44.12,0.57,936.2,-6.9052579,107.5925358,11.2,2.57,+35.8,166,clear
1780230480.101,hiker,ridge_route,-57.42,-44.42,0.37,930.6,-6.9054219,107.5924178,6.8,2.56,+35.8,170,clear
1780230480.602,hiker,ridge_route,-57.72,-44.72,0.35,930.0,-6.9055044,107.5923530,5.0,2.55,+35.9,142,clear
1780230481.101,hiker,ridge_route,-58.02,-45.02,0.35,930.0,-6.9056570,107.5922429,5.1,2.54,+35.9,119,clear
1780230481.602,hiker,ridge_route,-58.33,-45.33,0.35,930.0,-6.9057775,107.5922910,12.5,2.52,+35.9,155,clear
1780230482.101,hiker,ridge_route,-58.62,-45.62,0.35,930.0,-6.9058206,107.5920731,2.3,2.50,+36.0,77,clear
1780230482.602,hiker,ridge_route,-58.93,-45.93,0.35,930.0,-6.9058963,107.5920359,4.9,2.48,+36.0,159,clear
1780230483.101,hiker,ridge_route,-59.23,-46.23,0.35,930.0,-6.9060159,107.5918685,3.9,2.45,+36.0,87,clear
1780230483.601,hiker,ridge_route,-59.53,-46.53,0.35,930.0,-6.9060829,107.5918315,3.8,2.43,+36.1,162,clear
1780230484.101,hiker,ridge_route,-59.83,-46.83,0.35,930.0,-6.9062394,107.5916829,5.3,2.40,+36.1,109,clear
1780230484.601,hiker,ridge_route,-60.13,-47.13,0.35,930.0,-6.9062542,107.5915952,5.4,2.37,+36.1,109,clear
1780230485.101,hiker,ridge_route,-60.43,-47.43,0.35,930.0,-6.9063556,107.5915455,4.7,2.34,+36.2,120,clear
1780230485.601,hiker,ridge_route,-60.73,-47.73,0.35,930.0,-6.9065118,107.5914067,3.7,2.31,+36.2,122,clear
1780230486.101,hiker,ridge_route,-61.03,-48.03,0.35,930.0,-6.9065010,107.5912701,11.1,2.28,+36.2,142,clear
1780230486.601,hiker,ridge_route,-61.35,-48.31,0.35,930.0,-6.9067055,107.5912656,5.7,2.25,+36.3,89,clear
1780230487.101,hiker,ridge_route,-61.67,-48.59,0.35,930.0,-6.9067772,107.5911584,4.0,2.21,+36.3,130,clear
1780230487.601,hiker,ridge_route,-61.99,-48.87,0.35,930.0,-6.9068631,107.5910537,3.6,2.18,+36.3,153,clear
1780230488.101,hiker,ridge_route,-62.31,-49.15,0.35,930.0,-6.9069604,107.5909744,6.1,2.15,+36.4,133,clear
1780230488.601,hiker,ridge_route,-62.63,-49.43,0.35,930.0,-6.9070637,107.5907699,7.8,2.12,+36.4,109,clear
1780230489.101,hiker,ridge_route,-62.95,-49.71,0.35,930.0,-6.9071174,107.5907228,1.1,2.08,+36.4,148,clear
1780230489.601,hiker,ridge_route,-63.27,-49.99,0.35,930.0,-6.9072414,107.5906030,5.5,2.05,+36.5,184,clear
1780230490.101,hiker,ridge_route,-63.59,-50.27,0.35,930.0,-6.9073072,107.5905367,3.1,2.02,+36.5,98,clear
1780230490.601,hiker,ridge_route,-63.91,-50.55,0.35,930.0,-6.9072811,107.5905212,15.1,1.98,+36.5,180,clear
1780230491.101,hiker,ridge_route,-64.23,-50.83,0.35,930.0,-6.9074423,107.5903412,3.2,1.95,+36.6,185,clear
1780230491.601,hiker,ridge_route,-64.55,-51.11,0.35,930.0,-6.9075240,107.5902041,3.1,1.91,+36.6,117,clear
1780230492.101,hiker,ridge_route,-64.87,-51.39,0.35,930.0,-6.9076692,107.5900804,5.4,1.88,+36.6,211,clear
1780230492.601,hiker,ridge_route,-65.19,-51.66,0.35,930.0,-6.9077464,107.5900441,4.1,1.85,+36.7,172,clear
1780230493.101,hiker,ridge_route,-65.51,-51.94,0.35,930.0,-6.9077942,107.5899465,4.1,1.81,+36.7,166,clear
1780230493.601,hiker,ridge_route,-65.83,-52.22,0.35,930.0,-6.9079427,107.5898067,4.8,1.78,+36.7,90,clear
1780230494.101,hiker,ridge_route,-66.15,-52.50,0.35,930.0,-6.9079562,107.5896974,3.8,1.74,+36.8,134,clear
1780230494.601,hiker,ridge_route,-66.47,-52.78,0.35,930.0,-6.9080510,107.5895810,4.2,1.71,+36.8,146,clear
1780230495.101,hiker,ridge_route,-66.79,-53.06,0.35,930.0,-6.9081517,107.5894428,7.4,1.68,+36.8,128,clear
1780230495.601,hiker,ridge_route,-67.11,-53.34,0.35,930.0,-6.9082198,107.5894358,4.8,1.64,+36.9,89,clear
1780230496.101,hiker,ridge_route,-67.43,-53.62,0.35,930.0,-6.9082990,107.5892967,4.7,1.61,+36.9,88,clear
1780230496.601,hiker,ridge_route,-67.75,-53.90,0.35,930.0,-6.9084206,107.5892218,2.1,1.57,+36.9,203,clear
1780230497.101,hiker,ridge_route,-68.07,-54.18,0.35,930.0,-6.9084979,107.5890956,2.2,1.54,+37.0,128,clear
1780230497.601,hiker,ridge_route,-68.39,-54.46,0.35,930.0,-6.9085516,107.5890209,6.2,1.50,+37.0,158,clear
1780230498.102,hiker,ridge_route,-68.71,-54.74,0.35,930.0,-6.9087060,107.5889218,2.8,1.47,+37.0,115,clear
1780230498.601,hiker,ridge_route,-69.03,-55.02,0.35,930.0,-6.9088021,107.5887839,3.0,1.44,+37.1,88,clear
1780230499.102,hiker,ridge_route,-69.35,-55.30,0.35,930.0,-6.9088585,107.5887165,2.3,1.40,+37.1,79,clear
1780230499.602,hiker,ridge_route,-69.67,-55.58,0.35,930.0,-6.9089381,107.5885814,2.6,1.37,+37.1,95,clear
1780230500.102,hiker,ridge_route,-69.99,-55.86,0.35,930.0,-6.9089965,107.5885292,6.5,1.33,+37.2,150,clear
1780230500.601,hiker,ridge_route,-70.31,-56.14,0.35,930.0,-6.9091391,107.5883574,4.1,1.30,+37.2,154,clear
1780230501.101,hiker,ridge_route,-70.63,-56.42,0.35,930.0,-6.9092561,107.5882475,6.4,1.26,+37.2,114,clear
1780230501.602,hiker,ridge_route,-70.95,-56.70,0.35,930.0,-6.9092806,107.5881702,3.9,1.23,+37.3,100,clear
1780230502.103,hiker,ridge_route,-71.27,-56.98,0.35,930.0,-6.9093932,107.5880779,1.4,1.19,+37.3,126,clear
1780230502.603,hiker,ridge_route,-71.59,-57.26,0.35,930.0,-6.9094669,107.5879981,2.2,1.16,+37.3,172,clear
1780230503.101,hiker,ridge_route,-71.91,-57.54,0.35,930.0,-6.9095878,107.5878974,2.1,1.13,+37.4,162,clear
1780230503.601,hiker,ridge_route,-72.23,-57.82,0.35,930.0,-6.9096526,107.5877804,1.0,1.09,+37.4,151,clear
1780230504.103,hiker,ridge_route,-72.55,-58.10,0.35,930.0,-6.9097678,107.5876610,3.4,1.06,+37.4,172,clear
1780230504.602,hiker,ridge_route,-72.87,-58.38,0.35,930.0,-6.9098482,107.5875634,2.6,1.02,+37.5,106,clear
1780230505.101,hiker,ridge_route,-73.18,-58.66,0.35,930.0,-6.9099522,107.5874882,3.2,1.00,+37.5,160,clear
1780230505.603,hiker,ridge_route,-73.51,-58.94,0.35,930.0,-6.9099982,107.5873618,2.6,1.00,+37.5,164,clear
1780230506.103,hiker,ridge_route,-73.83,-59.22,0.35,930.0,-6.9100953,107.5872783,0.6,1.00,+37.6,92,clear
1780230506.602,hiker,ridge_route,-74.14,-59.50,0.35,930.0,-6.9102019,107.5871590,2.7,1.00,+37.6,67,clear
1780230507.103,hiker,ridge_route,-74.47,-59.78,0.35,930.0,-6.9102486,107.5870711,3.1,1.00,+37.6,204,clear
1780230507.603,hiker,ridge_route,-74.79,-60.06,0.35,930.0,-6.9103920,107.5869908,3.5,1.00,+37.7,100,clear
1780230508.103,hiker,ridge_route,-75.11,-60.34,0.35,930.0,-6.9104325,107.5868677,2.3,1.00,+37.7,96,clear
1780230508.601,hiker,ridge_route,-75.42,-60.62,0.35,930.0,-6.9105186,107.5867817,2.5,1.00,+37.7,150,clear
1780230509.101,hiker,ridge_route,-75.74,-60.90,0.35,930.0,-6.9106339,107.5866709,0.7,1.00,+37.7,154,clear
1780230509.603,hiker,ridge_route,-76.06,-61.18,0.35,930.0,-6.9107393,107.5865575,3.0,1.00,+37.8,151,clear
1780230510.104,hiker,ridge_route,-76.38,-61.46,0.35,930.0,-6.9108192,107.5864577,2.1,1.00,+37.8,88,clear
1780230510.604,hiker,ridge_route,-76.70,-61.74,0.35,930.0,-6.9109251,107.5863647,3.7,1.00,+37.8,146,clear
1780230511.104,hiker,ridge_route,-77.02,-62.02,0.35,930.0,-6.9109884,107.5862566,1.4,1.00,+37.9,120,clear
1780230511.602,hiker,ridge_route,-77.31,-62.33,0.35,930.0,-6.9110707,107.5861809,1.0,1.00,+37.9,107,clear
1780230512.101,hiker,ridge_route,-77.60,-62.64,0.35,930.0,-6.9111628,107.5861051,2.8,1.00,+37.9,102,clear
1780230512.602,hiker,ridge_route,-77.89,-62.95,0.35,930.0,-6.9112729,107.5859824,1.0,1.00,+38.0,111,clear
1780230513.102,hiker,ridge_route,-78.18,-63.26,0.35,930.0,-6.9113797,107.5858752,2.9,1.00,+38.0,160,clear
1780230513.601,hiker,ridge_route,-78.47,-63.57,0.35,930.0,-6.9114929,107.5858319,3.9,1.00,+38.0,103,clear
1780230514.104,hiker,ridge_route,-78.77,-63.88,0.35,930.0,-6.9115630,107.5857003,1.6,1.00,+38.1,131,clear
1780230514.604,hiker,ridge_route,-79.06,-64.19,0.35,930.0,-6.9116457,107.5856598,4.5,1.00,+38.1,143,clear
1780230515.104,hiker,ridge_route,-79.35,-64.50,0.35,930.0,-6.9117616,107.5855409,1.1,1.00,+38.1,143,clear
1780230515.602,hiker,ridge_route,-79.64,-64.81,0.35,930.0,-6.9118449,107.5854539,2.2,1.00,+38.2,115,clear
1780230516.102,hiker,ridge_route,-79.93,-65.12,0.35,930.0,-6.9119589,107.5853460,0.4,1.00,+38.2,140,clear
1780230516.601,hiker,ridge_route,-80.22,-65.43,0.35,930.0,-6.9120401,107.5852421,2.0,1.00,+38.2,181,clear
1780230517.101,hiker,ridge_route,-80.51,-65.74,0.35,930.0,-6.9121176,107.5851357,4.7,1.00,+38.3,116,clear
1780230517.601,hiker,ridge_route,-80.80,-66.05,0.35,930.0,-6.9122420,107.5850883,2.0,1.00,+38.3,133,clear
1780230518.101,hiker,ridge_route,-81.09,-66.36,0.35,930.0,-6.9123629,107.5849693,2.3,1.00,+38.3,147,clear
1780230518.601,hiker,ridge_route,-81.38,-66.67,0.35,930.0,-6.9124445,107.5848847,0.3,1.00,+38.4,135,clear
1780230519.101,hiker,ridge_route,-81.67,-66.98,0.35,930.0,-6.9125448,107.5847850,1.2,1.00,+38.4,98,clear
1780230519.601,hiker,ridge_route,-81.96,-67.29,0.35,930.0,-6.9126236,107.5847080,1.6,1.00,+38.4,198,clear
1780230520.101,hiker,ridge_route,-82.25,-67.60,0.35,930.0,-6.9127241,107.5846054,1.3,1.00,+38.5,205,clear
1780230520.601,hiker,ridge_route,-82.54,-67.91,0.35,930.0,-6.9128149,107.5845185,2.0,1.00,+38.5,165,clear
1780230521.101,hiker,ridge_route,-82.83,-68.22,0.35,930.0,-6.9129211,107.5844371,1.5,1.00,+38.5,178,clear
1780230521.601,hiker,ridge_route,-83.12,-68.53,0.35,930.0,-6.9130348,107.5843381,0.9,1.00,+38.6,168,clear
1780230522.101,hiker,ridge_route,-83.42,-68.84,0.35,930.0,-6.9131140,107.5842549,1.8,1.00,+38.6,130,clear
1780230522.601,hiker,ridge_route,-83.71,-69.15,0.35,930.0,-6.9132291,107.5841608,1.4,1.00,+38.6,109,clear
1780230523.101,hiker,ridge_route,-84.00,-69.46,0.35,930.0,-6.9133038,107.5840599,1.8,1.00,+38.7,193,clear
1780230523.601,hiker,ridge_route,-84.29,-69.77,0.35,930.0,-6.9133985,107.5839633,2.1,1.00,+38.7,96,clear
1780230524.101,hiker,ridge_route,-84.58,-70.08,0.35,930.0,-6.9135057,107.5838828,1.4,1.00,+38.7,100,clear
1780230524.601,hiker,ridge_route,-84.87,-70.39,0.35,930.0,-6.9136422,107.5838061,4.2,1.00,+38.8,123,clear
1780230525.101,hiker,ridge_route,-85.16,-70.70,0.35,930.0,-6.9136768,107.5836770,4.0,1.00,+38.8,117,clear
1780230525.601,hiker,ridge_route,-85.45,-71.01,0.35,930.0,-6.9137712,107.5836082,4.2,1.00,+38.8,172,clear
1780230526.101,hiker,ridge_route,-85.74,-71.32,0.35,930.0,-6.9138916,107.5835003,1.6,1.00,+38.9,189,clear
1780230526.601,hiker,ridge_route,-86.03,-71.63,0.35,930.0,-6.9140203,107.5834226,2.2,1.00,+38.9,72,clear
1780230527.101,hiker,ridge_route,-86.32,-71.94,0.35,930.0,-6.9140919,107.5833174,1.0,1.00,+38.9,197,clear
1780230527.601,hiker,ridge_route,-86.61,-72.25,0.35,930.0,-6.9141914,107.5832287,0.7,1.00,+39.0,156,clear
1780230528.101,hiker,ridge_route,-86.90,-72.56,0.35,930.0,-6.9142816,107.5831431,1.6,1.00,+39.0,99,clear
1780230528.601,hiker,ridge_route,-87.19,-72.87,0.35,930.0,-6.9143467,107.5830318,5.3,1.00,+39.0,136,clear
1780230529.101,hiker,ridge_route,-87.49,-73.18,0.35,930.0,-6.9144593,107.5829405,3.7,1.00,+39.1,160,clear
1780230529.601,hiker,ridge_route,-87.78,-73.49,0.35,930.0,-6.9145867,107.5828469,1.6,1.00,+39.1,206,clear
1780230530.101,hiker,ridge_route,-88.07,-73.80,0.35,930.0,-6.9146616,107.5827579,2.9,1.00,+39.1,130,clear
1780230530.602,hiker,ridge_route,-88.36,-74.11,0.35,930.0,-6.9147747,107.5826664,1.5,1.00,+39.2,146,clear
1780230531.102,hiker,ridge_route,-88.65,-74.43,0.35,930.0,-6.9148822,107.5825880,0.4,1.00,+39.2,130,clear
1780230531.602,hiker,ridge_route,-88.94,-74.73,0.35,930.0,-6.9149436,107.5824891,3.8,1.00,+39.2,198,clear
1780230532.102,hiker,ridge_route,-89.23,-75.05,0.35,930.0,-6.9150643,107.5823990,1.2,1.00,+39.3,193,clear
1780230532.603,hiker,ridge_route,-89.52,-75.36,0.35,930.0,-6.9151775,107.5823092,0.6,1.00,+39.3,180,clear
1780230533.101,hiker,ridge_route,-89.81,-75.66,0.35,930.0,-6.9152632,107.5821975,2.3,1.00,+39.3,84,clear
1780230533.601,hiker,ridge_route,-90.10,-75.97,0.35,930.0,-6.9153664,107.5820951,3.3,1.00,+39.4,82,clear
1780230534.103,hiker,ridge_route,-90.39,-76.29,0.35,930.0,-6.9154984,107.5820375,3.8,1.00,+39.4,84,clear
1780230534.602,hiker,ridge_route,-90.68,-76.60,0.35,930.0,-6.9155821,107.5819382,2.2,1.00,+39.4,134,clear
1780230535.103,hiker,ridge_route,-90.97,-76.91,0.35,930.0,-6.9156711,107.5818717,2.8,1.00,+39.5,138,clear
1780230535.603,hiker,ridge_route,-91.27,-77.22,0.35,930.0,-6.9157389,107.5817694,2.5,1.00,+39.5,56,clear
1780230536.105,hiker,ridge_route,-91.56,-77.53,0.35,930.0,-6.9158540,107.5816683,0.4,1.00,+39.5,104,clear
1780230536.602,hiker,ridge_route,-91.85,-77.84,0.37,930.7,-6.9159708,107.5815586,2.6,1.00,+39.6,71,clear
1780230537.102,hiker,ridge_route,-92.12,-78.16,0.41,931.8,-6.9160474,107.5814961,1.3,1.00,+39.6,166,clear
1780230537.602,hiker,ridge_route,-92.37,-78.50,0.44,932.6,-6.9161702,107.5813713,3.9,1.00,+39.6,155,clear
1780230538.105,hiker,ridge_route,-92.63,-78.84,0.47,933.5,-6.9162660,107.5813257,0.3,1.00,+39.7,214,clear
1780230538.602,hiker,ridge_route,-92.88,-79.18,0.50,934.2,-6.9163720,107.5812431,0.3,1.00,+39.7,75,clear
1780230539.102,hiker,ridge_route,-93.14,-79.52,0.52,935.0,-6.9164867,107.5811594,0.7,1.00,+39.7,144,clear
1780230539.602,hiker,ridge_route,-93.39,-79.86,0.55,935.7,-6.9166066,107.5810908,2.2,1.00,+39.7,133,clear
1780230540.104,hiker,ridge_route,-93.65,-80.20,0.57,936.3,-6.9166990,107.5810038,0.5,1.00,+39.8,122,clear
1780230540.602,hiker,ridge_route,-93.90,-80.54,0.59,936.9,-6.9168176,107.5809418,2.9,1.00,+39.8,89,clear
1780230541.101,hiker,ridge_route,-94.16,-80.88,0.61,937.5,-6.9169318,107.5808425,2.5,1.00,+39.8,170,clear
1780230541.604,hiker,ridge_route,-94.42,-81.22,0.63,938.0,-6.9170022,107.5807524,1.8,1.00,+39.9,183,clear
1780230542.104,hiker,ridge_route,-94.67,-81.56,0.64,938.4,-6.9171255,107.5807041,2.9,1.00,+39.9,194,clear
1780230542.602,hiker,ridge_route,-94.92,-81.90,0.66,938.8,-6.9172454,107.5805942,1.8,1.00,+39.9,172,clear
1780230543.101,hiker,ridge_route,-95.18,-82.24,0.67,939.2,-6.9173132,107.5805232,2.7,1.00,+40.0,130,clear
1780230543.601,hiker,ridge_route,-95.43,-82.58,0.68,939.5,-6.9174352,107.5804558,2.4,1.00,+40.0,144,clear
1780230544.101,hiker,ridge_route,-95.69,-82.92,0.69,939.8,-6.9175729,107.5803272,4.0,1.00,+40.0,168,clear
1780230544.604,hiker,ridge_route,-95.95,-83.26,0.70,940.0,-6.9176196,107.5802976,5.0,1.00,+40.1,204,clear
1780230545.101,hiker,ridge_route,-96.20,-83.60,0.70,940.2,-6.9177745,107.5802216,3.3,1.00,+40.1,190,clear
1780230545.602,hiker,ridge_route,-96.45,-83.94,0.71,940.4,-6.9178897,107.5801255,2.5,1.00,+40.1,160,clear
1780230546.101,hiker,ridge_route,-96.71,-84.28,0.71,940.4,-6.9179600,107.5800389,2.1,1.00,+40.2,124,clear
1780230546.602,hiker,ridge_route,-96.96,-84.62,0.71,940.5,-6.9180763,107.5799696,2.2,1.00,+40.2,132,clear
1780230547.102,hiker,ridge_route,-97.22,-84.96,0.71,940.5,-6.9181737,107.5798781,2.2,1.00,+40.2,119,clear
1780230547.603,hiker,ridge_route,-97.47,-85.30,0.71,940.5,-6.9183263,107.5797593,4.5,1.00,+40.3,90,clear
1780230548.102,hiker,ridge_route,-97.73,-85.64,0.71,940.4,-6.9184124,107.5797320,2.6,1.00,+40.3,56,clear
1780230548.602,hiker,ridge_route,-97.98,-85.98,0.71,940.2,-6.9185184,107.5796105,2.1,1.00,+40.3,111,clear
1780230549.101,hiker,ridge_route,-98.24,-86.32,0.70,940.1,-6.9186043,107.5795621,2.3,1.00,+40.4,179,clear
1780230549.601,hiker,ridge_route,-98.49,-86.66,0.69,939.9,-6.9187423,107.5794920,3.3,1.00,+40.4,93,clear
1780230550.101,hiker,ridge_route,-98.75,-87.00,0.68,939.6,-6.9188316,107.5793866,0.2,1.00,+40.4,72,clear
1780230550.601,hiker,ridge_route,-99.00,-87.34,0.67,939.3,-6.9189389,107.5793143,1.0,1.00,+40.5,147,clear
1780230551.101,hiker,ridge_route,-99.26,-87.68,0.66,939.0,-6.9190454,107.5792212,0.5,1.00,+40.5,143,clear
1780230551.601,hiker,ridge_route,-99.51,-88.02,0.65,938.6,-6.9191445,107.5791746,3.5,1.00,+40.5,176,clear
1780230552.101,hiker,ridge_route,-99.77,-88.36,0.63,938.2,-6.9192662,107.5790722,1.1,1.00,+40.6,100,clear
1780230552.601,hiker,ridge_route,-100.02,-88.70,0.62,937.7,-6.9193743,107.5789575,2.9,1.00,+40.6,167,clear
1780230553.101,hiker,ridge_route,-100.28,-89.04,0.60,937.3,-6.9194561,107.5789018,2.1,1.00,+40.6,142,clear
1780230553.601,hiker,ridge_route,-100.53,-89.38,0.58,936.7,-6.9195918,107.5788152,1.3,1.00,+40.7,104,clear
1780230554.101,hiker,ridge_route,-100.79,-89.72,0.56,936.2,-6.9196980,107.5787238,2.1,1.00,+40.7,106,clear
1780230554.601,hiker,ridge_route,-101.04,-90.06,0.54,935.6,-6.9198238,107.5786623,3.2,1.00,+40.7,83,clear
1780230555.101,hiker,ridge_route,-101.30,-90.40,0.52,935.0,-6.9198735,107.5785292,6.4,1.00,+40.8,71,clear
1780230555.601,hiker,ridge_route,-101.55,-90.74,0.50,934.4,-6.9199698,107.5785003,4.4,1.00,+40.8,184,clear
1780230556.101,hiker,ridge_route,-101.81,-91.08,0.48,933.7,-6.9201087,107.5784263,1.3,1.00,+40.8,193,clear
1780230556.601,hiker,ridge_route,-102.06,-91.42,0.45,933.0,-6.9202242,107.5783301,0.7,1.00,+40.9,68,clear
1780230557.101,hiker,ridge_route,-102.32,-91.76,0.43,932.3,-6.9203014,107.5782453,3.4,1.00,+40.9,176,clear
1780230557.601,hiker,ridge_route,-102.57,-92.10,0.40,931.6,-6.9204350,107.5782055,3.4,1.00,+40.9,126,clear
1780230558.101,hiker,ridge_route,-102.83,-92.44,0.38,930.8,-6.9205325,107.5781006,1.4,1.00,+41.0,181,clear
1780230558.601,hiker,ridge_route,-103.08,-92.78,0.35,930.0,-6.9206533,107.5780250,1.3,1.00,+41.0,90,clear
1780230559.101,hiker,ridge_route,-103.34,-93.12,0.35,930.0,-6.9207166,107.5779376,4.6,1.00,+41.0,108,clear
1780230559.601,hiker,ridge_route,-103.59,-93.46,0.35,930.0,-6.9208958,107.5778511,3.5,1.00,+41.1,153,clear
1780230560.101,hiker,ridge_route,-103.85,-93.80,0.35,930.0,-6.9209895,107.5777479,3.3,1.00,+41.1,146,clear
1780230560.601,hiker,ridge_route,-103.90,-93.86,0.35,930.0,-6.9209800,107.5777673,1.7,1.00,+41.1,163,clear
1780230561.101,hiker,ridge_route,-103.64,-93.52,0.35,930.0,-6.9208974,107.5778141,3.0,1.00,+41.2,87,clear
1780230561.601,hiker,ridge_route,-103.39,-93.18,0.35,930.0,-6.9207630,107.5779343,2.4,1.00,+41.2,119,clear
1780230562.101,hiker,ridge_route,-103.13,-92.84,0.35,930.0,-6.9206809,107.5779797,2.4,1.00,+41.2,100,clear
